Temp,Temp Indicateur,Hum. rel (%),Hum. rel. Indicateur,Vit. du vent (km/h),Pression de la station (kPa),Pression de la station Indicateur,Temps
-1.8,,59,,11,100.73,,
-1.5,,63,,11,100.67,,
0.1,,60,,19,100.67,,
-0.9,,80,,25,100.69,,
-0.2,,74,,24,100.68,,
0.3,,63,,27,100.7,,
0.4,,59,,24,100.7,,
0,,59,,33,100.7,,
-0.2,,60,,30,100.72,,
-0.4,,64,,29,100.71,,
-0.1,,66,,21,100.69,,
0.2,,70,,21,100.7,,
0.2,,73,,20,100.71,,
0.5,,75,,20,100.71,,
0.8,,74,,18,100.78,,
0.9,,76,,17,100.81,,
1.4,,75,,18,100.82,,
1.8,,74,,27,100.82,,
2.2,,75,,16,100.86,,
2.8,,73,,13,100.84,,
4.8,,66,,21,100.78,,
4.8,,66,,25,100.7,,
5.4,,66,,23,100.63,,
6.1,,59,,28,100.62,,
6,,60,,25,100.6,,
4.9,,66,,14,100.6,,
2.9,,71,,10,100.58,,
3.1,,69,,19,100.52,,
2.8,,71,,18,100.51,,
2,,73,,15,100.48,,
2.8,,71,,12,100.46,,
2.8,,71,,16,100.45,,
3.8,,70,,14,100.48,,
